"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","sim_score","stimulus","responses","answer"
"[{""page_index"":0,""viewing_time"":19084}]","19084","instructions","0","19086","0.0-0.0","","","",""
"","8526","similarity_demo","1","28621","0.0-1.0","2","[""img/866.jpg"",""img/868.jpg""]","",""
"[{""page_index"":0,""viewing_time"":22532}]","22533","instructions","2","52155","0.0-2.0","","","",""
"","5786","similarity_demo","3","58947","0.0-3.0","1","[""img/766.jpg"",""img/867.jpg""]","",""
"[{""page_index"":0,""viewing_time"":7997}]","7997","instructions","4","67946","0.0-4.0","","","",""
"[{""page_index"":0,""viewing_time"":309673}]","309673","instructions","5","378620","0.0-5.0","","","",""
"","8576","similarity","6","388213","0.0-6.0-0.0","2","[""img/0868/c8ac40c7-6904-4e13-8d61-c75d3052dc4e.jpg"",""img/0901/33b51a81-06d9-46d9-9d4f-5a2d6d6b8058.jpg""]","",""
"","6117","similarity","7","395348","0.0-6.0-1.0","2","[""img/0769/878531fd-e0e8-4ad1-b9ad-f018bb104ca0.jpg"",""img/0867/5e07b34d-b40f-4b1c-ac10-49975bace45f.jpg""]","",""
"","4392","similarity","8","400749","0.0-6.0-2.0","6","[""img/0766/717fd72f-a281-499b-a5ba-5e2ecc4d4866.jpg"",""img/0898/b2732712-71c2-45d8-834f-2b2ed5504910.jpg""]","",""
"","5081","similarity","9","406837","0.0-6.0-3.0","3","[""img/0902/c9c74d2d-9b82-42d7-a9d0-3b8ff67ff81e.jpg"",""img/0881/e046471a-35b4-4159-bbf7-3cfd201bef66.jpg""]","",""
"","5448","similarity","10","413293","0.0-6.0-4.0","7","[""img/0894/a3d4170b-b7d8-40e3-955f-87e76ed745fc.jpg"",""img/0894/6b2e9509-8699-42b7-9582-7741df0ba2d7.jpg""]","",""
"","10983","similarity","11","425285","0.0-6.0-5.0","2","[""img/0874/a82926a3-0b43-4add-803c-d5f9ea7798ee.jpg"",""img/0899/ddf96ade-692e-4602-bd22-dedbb46401bc.jpg""]","",""
